product_id,review_date,count
B000050FDE,2011-07-02,1
B000052YD1,2010-03-11,1
B00005351F,2010-08-05,1
B00005JG0H,2010-05-07,1
B00005JS5G,2007-04-15,1
B00005O0MZ,2002-03-02,1
B00005O0MZ,2002-04-20,1
B00005O0MZ,2002-07-13,1
B00005O0MZ,2002-08-13,1
B00005O0MZ,2002-12-18,1
B00005O0MZ,2003-01-07,1
B00005O0MZ,2003-01-26,1
B00005O0MZ,2003-02-27,1
B00005O0MZ,2004-01-06,1
B00005O0MZ,2004-01-22,1
B00005O0MZ,2004-03-15,1
B00005O0MZ,2004-05-25,1
B00005O0MZ,2004-08-15,1
B00005O0MZ,2004-11-03,1
B00005O0MZ,2004-11-09,1
B00005O0MZ,2005-08-11,1
B00005O0MZ,2005-12-25,1
B00005O0MZ,2006-02-24,1
B00005O0MZ,2006-03-03,1
B00005O0MZ,2006-03-08,2
B00005O0MZ,2007-02-19,1
B00005O0MZ,2007-03-21,1
B00005O0MZ,2007-04-15,1
B00005O0MZ,2007-08-17,1
B00005O0MZ,2007-10-26,1
B00005O0MZ,2007-11-05,1
B00005O0MZ,2007-11-25,1
B00005O0MZ,2007-12-12,1
B00005O0MZ,2007-12-24,1
B00005O0MZ,2008-01-28,1
B00005O0MZ,2008-02-22,1
B00005O0MZ,2008-05-04,1
B00005O0MZ,2008-07-24,1
B00005O0MZ,2008-08-08,1
B00005O0MZ,2008-08-12,1
B00005O0MZ,2008-10-16,1
B00005O0MZ,2008-12-22,1
B00005O0MZ,2009-01-19,1
B00005O0MZ,2009-01-29,1
B00005O0MZ,2009-02-17,1
B00005O0MZ,2009-02-19,1
B00005O0MZ,2009-02-24,1
B00005O0MZ,2009-02-28,1
B00005O0MZ,2009-04-02,1
B00005O0MZ,2009-04-13,1
B00005O0MZ,2009-04-30,1
B00005O0MZ,2009-05-03,1
B00005O0MZ,2009-05-05,1
B00005O0MZ,2009-06-22,1
B00005O0MZ,2009-08-16,1
B00005O0MZ,2009-08-24,1
B00005O0MZ,2009-12-09,1
B00005O0MZ,2010-02-01,1
B00005O0MZ,2010-03-05,1
B00005O0MZ,2010-05-07,1
B00005O0MZ,2010-10-14,1
B00005O0MZ,2010-10-24,1
B00005O0MZ,2010-12-09,1
B00005O0MZ,2010-12-14,1
B00005O0MZ,2011-01-15,1
B00005O0MZ,2011-01-20,1
B00005O0MZ,2011-03-28,1
B00005O0MZ,2011-05-18,1
B00005O0MZ,2011-05-24,1
B00005O0MZ,2011-06-06,1
B00005O0MZ,2011-07-26,1
B00005O0MZ,2011-07-29,1
B00005O0MZ,2011-08-08,1
B00005O0MZ,2011-08-15,1
B00005O0MZ,2011-08-23,1
B00005O0MZ,2011-08-29,1
B00005O0MZ,2011-09-25,1
B00005O0MZ,2011-10-22,1
B00005O0MZ,2012-01-04,1
B00005O0MZ,2012-01-22,1
B00005O0MZ,2012-02-13,1
B00005O0MZ,2012-02-19,1
B00005O0MZ,2012-03-15,1
B00005O0MZ,2012-03-31,1
B00005O0MZ,2012-04-04,1
B00005O0MZ,2012-05-02,1
B00005O0MZ,2012-06-07,1
B00005O0MZ,2012-06-18,1
B00005O0MZ,2012-06-22,1
B00005O0MZ,2012-07-04,1
B00005O0MZ,2012-07-06,1
B00005O0MZ,2012-07-13,1
B00005O0MZ,2012-08-05,1
B00005O0MZ,2012-08-08,1
B00005O0MZ,2012-08-20,1
B00005O0MZ,2012-09-09,1
B00005O0MZ,2012-09-14,1
B00005O0MZ,2012-09-18,1
B00005O0MZ,2012-09-26,1
B00005O0MZ,2012-10-31,1
B00005O0MZ,2012-11-21,1
B00005O0MZ,2012-11-24,1
B00005O0MZ,2012-11-26,1
B00005O0MZ,2012-12-10,1
B00005O0MZ,2012-12-13,1
B00005O0MZ,2012-12-18,2
B00005O0MZ,2012-12-21,2
B00005O0MZ,2012-12-27,1
B00005O0MZ,2012-12-31,1
B00005O0MZ,2013-01-01,1
B00005O0MZ,2013-01-02,1
B00005O0MZ,2013-01-03,1
B00005O0MZ,2013-01-04,2
B00005O0MZ,2013-01-06,1
B00005O0MZ,2013-01-09,2
B00005O0MZ,2013-01-11,1
B00005O0MZ,2013-01-15,1
B00005O0MZ,2013-01-20,1
B00005O0MZ,2013-02-02,1
B00005O0MZ,2013-02-04,1
B00005O0MZ,2013-02-14,1
B00005O0MZ,2013-02-23,1
B00005O0MZ,2013-02-24,1
B00005O0MZ,2013-03-06,1
B00005O0MZ,2013-03-11,1
B00005O0MZ,2013-03-16,1
B00005O0MZ,2013-03-21,1
B00005O0MZ,2013-03-23,1
B00005O0MZ,2013-03-28,1
B00005O0MZ,2013-04-05,1
B00005O0MZ,2013-04-11,1
B00005O0MZ,2013-04-12,1
B00005O0MZ,2013-04-13,1
B00005O0MZ,2013-04-22,1
B00005O0MZ,2013-04-23,1
B00005O0MZ,2013-04-26,1
B00005O0MZ,2013-04-30,1
B00005O0MZ,2013-05-01,1
B00005O0MZ,2013-05-02,1
B00005O0MZ,2013-05-15,1
B00005O0MZ,2013-05-22,1
B00005O0MZ,2013-05-25,1
B00005O0MZ,2013-05-28,1
B00005O0MZ,2013-06-01,1
B00005O0MZ,2013-06-09,1
B00005O0MZ,2013-06-12,2
B00005O0MZ,2013-06-20,1
B00005O0MZ,2013-07-01,1
B00005O0MZ,2013-07-03,1
B00005O0MZ,2013-07-07,1
B00005O0MZ,2013-08-06,1
B00005O0MZ,2013-08-09,1
B00005O0MZ,2013-08-11,1
B00005O0MZ,2013-08-13,1
B00005O0MZ,2013-08-16,1
B00005O0MZ,2013-08-17,1
B00005O0MZ,2013-08-18,1
B00005O0MZ,2013-08-19,1
B00005O0MZ,2013-08-22,1
B00005O0MZ,2013-08-23,1
B00005O0MZ,2013-08-28,1
B00005O0MZ,2013-09-21,1
B00005O0MZ,2013-09-22,1
B00005O0MZ,2013-10-04,1
B00005O0MZ,2013-10-22,1
B00005O0MZ,2013-10-25,1
B00005O0MZ,2013-10-28,2
B00005O0MZ,2013-11-06,1
B00005O0MZ,2013-11-08,1
B00005O0MZ,2013-11-10,1
B00005O0MZ,2013-11-12,1
B00005O0MZ,2013-11-13,1
B00005O0MZ,2013-11-16,1
B00005O0MZ,2013-11-19,1
B00005O0MZ,2013-11-22,1
B00005O0MZ,2013-11-23,1
B00005O0MZ,2013-11-25,1
B00005O0MZ,2013-12-02,2
B00005O0MZ,2013-12-06,1
B00005O0MZ,2013-12-10,1
B00005O0MZ,2013-12-11,1
B00005O0MZ,2013-12-15,2
B00005O0MZ,2013-12-24,1
B00005O0MZ,2013-12-27,1
B00005O0MZ,2013-12-29,1
B00005O0MZ,2013-12-30,1
B00005O0MZ,2013-12-31,1
B00005O0MZ,2014-01-01,2
B00005O0MZ,2014-01-02,1
B00005O0MZ,2014-01-03,1
B00005O0MZ,2014-01-04,2
B00005O0MZ,2014-01-05,1
B00005O0MZ,2014-01-07,1
B00005O0MZ,2014-01-08,3
B00005O0MZ,2014-01-14,1
B00005O0MZ,2014-01-15,2
B00005O0MZ,2014-01-17,1
B00005O0MZ,2014-01-23,1
B00005O0MZ,2014-01-24,1
B00005O0MZ,2014-01-26,1
B00005O0MZ,2014-02-03,1
B00005O0MZ,2014-02-04,3
B00005O0MZ,2014-02-05,1
B00005O0MZ,2014-02-06,1
B00005O0MZ,2014-02-07,1
B00005O0MZ,2014-02-11,2
B00005O0MZ,2014-02-14,2
B00005O0MZ,2014-02-15,1
B00005O0MZ,2014-02-16,1
B00005O0MZ,2014-02-17,1
B00005O0MZ,2014-02-19,2
B00005O0MZ,2014-02-22,1
B00005O0MZ,2014-02-24,1
B00005O0MZ,2014-02-26,1
B00005O0MZ,2014-03-01,1
B00005O0MZ,2014-03-02,1
B00005O0MZ,2014-03-04,1
B00005O0MZ,2014-03-06,1
B00005O0MZ,2014-03-10,2
B00005O0MZ,2014-03-11,2
B00005O0MZ,2014-03-14,2
B00005O0MZ,2014-03-15,1
B00005O0MZ,2014-03-19,1
B00005O0MZ,2014-03-23,1
B00005O0MZ,2014-03-24,1
B00005O0MZ,2014-03-26,1
B00005O0MZ,2014-03-27,1
B00005O0MZ,2014-03-31,1
B00005O0MZ,2014-04-01,2
B00005O0MZ,2014-04-02,1
B00005O0MZ,2014-04-06,1
B00005O0MZ,2014-04-10,1
B00005O0MZ,2014-04-11,1
B00005O0MZ,2014-04-13,1
B00005O0MZ,2014-04-18,1
B00005O0MZ,2014-04-22,2
B00005O0MZ,2014-05-06,1
B00005O0MZ,2014-05-07,1
B00005O0MZ,2014-05-09,1
B00005O0MZ,2014-05-11,1
B00005O0MZ,2014-05-13,1
B00005O0MZ,2014-05-15,1
B00005O0MZ,2014-05-16,1
B00005O0MZ,2014-05-19,1
B00005O0MZ,2014-05-20,3
